Identifiant PRM;Type de donnees;Date de debut;Date de fin;Grandeur physique;Grandeur metier;Etape metier;Unite
2021-05-13T00:00:00+02:00;Arrêté quotidien;32728821;73413168;;;;;;;;;26215654;61202143;6513167;12211025;106141989
2021-05-14T00:00:00+02:00;Arrêté quotidien;32731013;73417464;;;;;;;;;26217846;61206439;6513167;12211025;106148477
2021-05-15T00:00:00+02:00;Arrêté quotidien;32733206;73421699;;;;;;;;;26220039;61210674;6513167;12211025;106154905
2021-05-16T00:00:00+02:00;Arrêté quotidien;32735376;73425927;;;;;;;;;26222209;61214902;6513167;12211025;106161303
2021-05-17T00:00:00+02:00;Arrêté quotidien;32737579;73430183;;;;;;;;;26224412;61219158;6513167;12211025;106167762
2021-05-18T00:00:00+02:00;Arrêté quotidien;32739765;73434507;;;;;;;;;26226598;61223482;6513167;12211025;106174272
2021-05-19T00:00:00+02:00;Arrêté quotidien;32741986;73438831;;;;;;;;;26228819;61227806;6513167;12211025;106180817
2021-05-20T00:00:00+02:00;Arrêté quotidien;32744191;73443126;;;;;;;;;26231024;61232101;6513167;12211025;106187317
2021-05-21T00:00:00+02:00;Arrêté quotidien;32748328;73473967;;;;;;;;;26235161;61262942;6513167;12211025;106222295
2021-05-22T00:00:00+02:00;Arrêté quotidien;32782707;73544050;;;;;;;;;26269540;61333025;6513167;12211025;106326757
2021-05-23T00:00:00+02:00;Arrêté quotidien;32806878;73585614;;;;;;;;;26293711;61374589;6513167;12211025;106392492
2021-05-24T00:00:00+02:00;Arrêté quotidien;32824079;73626853;;;;;;;;;26310912;61415828;6513167;12211025;106450932
2021-05-25T00:00:00+02:00;Arrêté quotidien;32842715;73666048;;;;;;;;;26329548;61455023;6513167;12211025;106508763
2021-05-26T00:00:00+02:00;Arrêté quotidien;32860444;73710579;;;;;;;;;26347277;61499554;6513167;12211025;106571023
2021-05-27T00:00:00+02:00;Arrêté quotidien;32879331;73748668;;;;;;;;;26366164;61537643;6513167;12211025;106627999
2021-05-28T00:00:00+02:00;Arrêté quotidien;32896904;73782179;;;;;;;;;26383737;61571154;6513167;12211025;106679083
2021-05-29T00:00:00+02:00;Arrêté quotidien;32911716;73811790;;;;;;;;;26398549;61600765;6513167;12211025;106723506
2021-05-30T00:00:00+02:00;Arrêté quotidien;32929824;73846988;;;;;;;;;26416657;61635963;6513167;12211025;106776812
2021-05-31T00:00:00+02:00;Arrêté quotidien;32978321;73881252;;;;;;;;;26465154;61670227;6513167;12211025;106859573
2021-06-01T00:00:00+02:00;Arrêté quotidien;33003126;73917924;;;;;;;;;26489959;61706899;6513167;12211025;106921050
2021-06-02T00:00:00+02:00;Arrêté quotidien;33032718;73978366;;;;;;;;;26519551;61767341;6513167;12211025;107011084
2021-06-03T00:00:00+02:00;Arrêté quotidien;33077048;74036214;;;;;;;;;26563881;61825189;6513167;12211025;107113262
2021-06-04T00:00:00+02:00;Arrêté quotidien;33098210;74070151;;;;;;;;;26585043;61859126;6513167;12211025;107168361
2021-06-05T00:00:00+02:00;Arrêté quotidien;33132192;74139581;;;;;;;;;26619025;61928556;6513167;12211025;107271773
2021-06-06T00:00:00+02:00;Arrêté quotidien;33162539;74223680;;;;;;;;;26649372;62012655;6513167;12211025;107386219
2021-06-07T00:00:00+02:00;Arrêté quotidien;33214068;74259977;;;;;;;;;26700901;62048952;6513167;12211025;107474045
2021-06-08T00:00:00+02:00;Arrêté quotidien;33242402;74308654;;;;;;;;;26729235;62097629;6513167;12211025;107551056
2021-06-09T00:00:00+02:00;Arrêté quotidien;33264418;74333787;;;;;;;;;26751251;62122762;6513167;12211025;107598205
2021-06-10T00:00:00+02:00;Arrêté quotidien;33284975;74370403;;;;;;;;;26771808;62159378;6513167;12211025;107655378
2021-06-11T00:00:00+02:00;Arrêté quotidien;33311324;74407012;;;;;;;;;26798157;62195987;6513167;12211025;107718336
2021-06-12T00:00:00+02:00;Arrêté quotidien;33337872;74437567;;;;;;;;;26824705;62226542;6513167;12211025;107775439
2021-06-13T00:00:00+02:00;Arrêté quotidien;33355807;74507054;;;;;;;;;26842640;62296029;6513167;12211025;107862861
2021-06-14T00:00:00+02:00;Arrêté quotidien;33380750;74544775;;;;;;;;;26867583;62333750;6513167;12211025;107925525
2021-06-15T00:00:00+02:00;Arrêté quotidien;33405472;74579767;;;;;;;;;26892305;62368742;6513167;12211025;107985239
2021-06-16T00:00:00+02:00;Arrêté quotidien;33417964;74610918;;;;;;;;;26904797;62399893;6513167;12211025;108028882
2021-06-17T00:00:00+02:00;Arrêté quotidien;33436564;74638245;;;;;;;;;26923397;62427220;6513167;12211025;108074809
2021-06-18T00:00:00+02:00;Arrêté quotidien;33455344;74669968;;;;;;;;;26942177;62458943;6513167;12211025;108125312
2021-06-19T00:00:00+02:00;Arrêté quotidien;33471857;74729019;;;;;;;;;26958690;62517994;6513167;12211025;108200876
2021-06-20T00:00:00+02:00;Arrêté quotidien;33493181;74768488;;;;;;;;;26980014;62557463;6513167;12211025;108261669
2021-06-21T00:00:00+02:00;Arrêté quotidien;33538300;74813103;;;;;;;;;27025133;62602078;6513167;12211025;108351403
2021-06-22T00:00:00+02:00;Arrêté quotidien;33558210;74844839;;;;;;;;;27045043;62633814;6513167;12211025;108403049
2021-06-23T00:00:00+02:00;Arrêté quotidien;33570362;74887170;;;;;;;;;27057195;62676145;6513167;12211025;108457532
2021-06-24T00:00:00+02:00;Arrêté quotidien;33582788;74982544;;;;;;;;;27069621;62771519;6513167;12211025;108565332
2021-06-25T00:00:00+02:00;Arrêté quotidien;33595869;75035233;;;;;;;;;27082702;62824208;6513167;12211025;108631102
2021-06-26T00:00:00+02:00;Arrêté quotidien;33612459;75080410;;;;;;;;;27099292;62869385;6513167;12211025;108692869
2021-06-27T00:00:00+02:00;Arrêté quotidien;33626273;75138294;;;;;;;;;27113106;62927269;6513167;12211025;108764567
2021-06-28T00:00:00+02:00;Arrêté quotidien;33642824;75219157;;;;;;;;;27129657;63008132;6513167;12211025;108861981
2021-06-29T00:00:00+02:00;Arrêté quotidien;33657432;75275335;;;;;;;;;27144265;63064310;6513167;12211025;108932767
2021-06-30T00:00:00+02:00;Arrêté quotidien;33674089;75340581;;;;;;;;;27160922;63129556;6513167;12211025;109014670
2021-07-01T00:00:00+02:00;Arrêté quotidien;33685717;75388059;;;;;;;;;27172550;63177034;6513167;12211025;109073776
2021-07-02T00:00:00+02:00;Arrêté quotidien;33701221;75437555;;;;;;;;;27188054;63226530;6513167;12211025;109138776
2021-07-03T00:00:00+02:00;Arrêté quotidien;33715094;75494396;;;;;;;;;27201927;63283371;6513167;12211025;109209490
2021-07-04T00:00:00+02:00;Arrêté quotidien;33732720;75555763;;;;;;;;;27219553;63344738;6513167;12211025;109288483
2021-07-05T00:00:00+02:00;Arrêté quotidien;33747096;75645006;;;;;;;;;27233929;63433981;6513167;12211025;109392102
2021-07-06T00:00:00+02:00;Arrêté quotidien;33758652;75698308;;;;;;;;;27245485;63487283;6513167;12211025;109456960
2021-07-07T00:00:00+02:00;Arrêté quotidien;33796095;75755498;;;;;;;;;27282928;63544473;6513167;12211025;109551593
2021-07-08T00:00:00+02:00;Arrêté quotidien;33818567;75794979;;;;;;;;;27305400;63583954;6513167;12211025;109613546
2021-07-09T00:00:00+02:00;Arrêté quotidien;33846208;75857318;;;;;;;;;27333041;63646293;6513167;12211025;109703526
2021-07-10T00:00:00+02:00;Arrêté quotidien;33868926;75893061;;;;;;;;;27355759;63682036;6513167;12211025;109761987
2021-07-11T00:00:00+02:00;Arrêté quotidien;33917357;75944998;;;;;;;;;27404190;63733973;6513167;12211025;109862355
2021-07-12T00:00:00+02:00;Arrêté quotidien;33941998;75984594;;;;;;;;;27428831;63773569;6513167;12211025;109926592
2021-07-13T00:00:00+02:00;Arrêté quotidien;33964162;76024689;;;;;;;;;27450995;63813664;6513167;12211025;109988851
2021-07-14T00:00:00+02:00;Arrêté quotidien;33990289;76123287;;;;;;;;;27477122;63912262;6513167;12211025;110113576
2021-07-15T00:00:00+02:00;Arrêté quotidien;34014071;76167854;;;;;;;;;27500904;63956829;6513167;12211025;110181925
2021-07-16T00:00:00+02:00;Arrêté quotidien;34043755;76222842;;;;;;;;;27530588;64011817;6513167;12211025;110266597
2021-07-17T00:00:00+02:00;Arrêté quotidien;34068828;76253834;;;;;;;;;27555661;64042809;6513167;12211025;110322662
2021-07-18T00:00:00+02:00;Arrêté quotidien;34090563;76282492;;;;;;;;;27577396;64071467;6513167;12211025;110373055
2021-07-19T00:00:00+02:00;Arrêté quotidien;34113479;76323196;;;;;;;;;27600312;64112171;6513167;12211025;110436675
2021-07-20T00:00:00+02:00;Arrêté quotidien;34136640;76352981;;;;;;;;;27623473;64141956;6513167;12211025;110489621
2021-07-21T00:00:00+02:00;Arrêté quotidien;34156220;76387555;;;;;;;;;27643053;64176530;6513167;12211025;110543775
2021-07-22T00:00:00+02:00;Arrêté quotidien;34177734;76420621;;;;;;;;;27664567;64209596;6513167;12211025;110598355
2021-07-23T00:00:00+02:00;Arrêté quotidien;34200426;76458540;;;;;;;;;27687259;64247515;6513167;12211025;110658966
2021-07-24T00:00:00+02:00;Arrêté quotidien;34223751;76491551;;;;;;;;;27710584;64280526;6513167;12211025;110715302
2021-07-25T00:00:00+02:00;Arrêté quotidien;34248553;76531529;;;;;;;;;27735386;64320504;6513167;12211025;110780082
2021-07-26T00:00:00+02:00;Arrêté quotidien;34267262;76553318;;;;;;;;;27754095;64342293;6513167;12211025;110820580
2021-07-27T00:00:00+02:00;Arrêté quotidien;34297823;76605307;;;;;;;;;27784656;64394282;6513167;12211025;110903130
2021-07-28T00:00:00+02:00;Arrêté quotidien;34313540;76629527;;;;;;;;;27800373;64418502;6513167;12211025;110943067
2021-07-29T00:00:00+02:00;Arrêté quotidien;34330217;76666693;;;;;;;;;27817050;64455668;6513167;12211025;110996910
2021-07-30T00:00:00+02:00;Arrêté quotidien;34342744;76727951;;;;;;;;;27829577;64516926;6513167;12211025;111070695
2021-07-31T00:00:00+02:00;Arrêté quotidien;34356050;76774451;;;;;;;;;27842883;64563426;6513167;12211025;111130501
2021-08-01T00:00:00+02:00;Arrêté quotidien;34368973;76825866;;;;;;;;;27855806;64614841;6513167;12211025;111194839
2021-08-02T00:00:00+02:00;Arrêté quotidien;34382969;76882045;;;;;;;;;27869802;64671020;6513167;12211025;111265014
2021-08-03T00:00:00+02:00;Arrêté quotidien;34400715;76940117;;;;;;;;;27887548;64729092;6513167;12211025;111340832
2021-08-04T00:00:00+02:00;Arrêté quotidien;34421702;77041392;;;;;;;;;27908535;64830367;6513167;12211025;111463094
2021-08-05T00:00:00+02:00;Arrêté quotidien;34449543;77108381;;;;;;;;;27936376;64897356;6513167;12211025;111557924
2021-08-06T00:00:00+02:00;Arrêté quotidien;34465339;77183824;;;;;;;;;27952172;64972799;6513167;12211025;111649163
2021-08-07T00:00:00+02:00;Arrêté quotidien;34484629;77266454;;;;;;;;;27971462;65055429;6513167;12211025;111751083
2021-08-08T00:00:00+02:00;Arrêté quotidien;34513278;77341019;;;;;;;;;28000111;65129994;6513167;12211025;111854297
2021-08-09T00:00:00+02:00;Arrêté quotidien;34533943;77414545;;;;;;;;;28020776;65203520;6513167;12211025;111948488
2021-08-10T00:00:00+02:00;Arrêté quotidien;34563738;77488996;;;;;;;;;28050571;65277971;6513167;12211025;112052734
2021-08-11T00:00:00+02:00;Arrêté quotidien;34587754;77548731;;;;;;;;;28074587;65337706;6513167;12211025;112136485
2021-08-12T00:00:00+02:00;Arrêté quotidien;34606794;77606291;;;;;;;;;28093627;65395266;6513167;12211025;112213085
2021-08-13T00:00:00+02:00;Arrêté quotidien;34631813;77657264;;;;;;;;;28118646;65446239;6513167;12211025;112289077
2021-08-14T00:00:00+02:00;Arrêté quotidien;34651591;77708907;;;;;;;;;28138424;65497882;6513167;12211025;112360498
2021-08-15T00:00:00+02:00;Arrêté quotidien;34673944;77758555;;;;;;;;;28160777;65547530;6513167;12211025;112432499
2021-08-16T00:00:00+02:00;Arrêté quotidien;34699758;77800239;;;;;;;;;28186591;65589214;6513167;12211025;112499997
2021-08-17T00:00:00+02:00;Arrêté quotidien;34723657;77853787;;;;;;;;;28210490;65642762;6513167;12211025;112577444
2021-08-18T00:00:00+02:00;Arrêté quotidien;34744472;77949137;;;;;;;;;28231305;65738112;6513167;12211025;112693609
2021-08-19T00:00:00+02:00;Arrêté quotidien;34785962;77991208;;;;;;;;;28272795;65780183;6513167;12211025;112777170
2021-08-20T00:00:00+02:00;Arrêté quotidien;34814221;78068223;;;;;;;;;28301054;65857198;6513167;12211025;112882444
2021-08-21T00:00:00+02:00;Arrêté quotidien;34846488;78136186;;;;;;;;;28333321;65925161;6513167;12211025;112982674
2021-08-22T00:00:00+02:00;Arrêté quotidien;34877968;78185029;;;;;;;;;28364801;65974004;6513167;12211025;113062997
2021-08-23T00:00:00+02:00;Arrêté quotidien;34904763;78244296;;;;;;;;;28391596;66033271;6513167;12211025;113149059
2021-08-24T00:00:00+02:00;Arrêté quotidien;34925982;78314790;;;;;;;;;28412815;66103765;6513167;12211025;113240772
2021-08-25T00:00:00+02:00;Arrêté quotidien;34950271;78380267;;;;;;;;;28437104;66169242;6513167;12211025;113330538
2021-08-26T00:00:00+02:00;Arrêté quotidien;34970835;78429409;;;;;;;;;28457668;66218384;6513167;12211025;113400244
2021-08-27T00:00:00+02:00;Arrêté quotidien;34987493;78479529;;;;;;;;;28474326;66268504;6513167;12211025;113467022
2021-08-28T00:00:00+02:00;Arrêté quotidien;35009070;78541788;;;;;;;;;28495903;66330763;6513167;12211025;113550858
2021-08-29T00:00:00+02:00;Arrêté quotidien;35036558;78600843;;;;;;;;;28523391;66389818;6513167;12211025;113637401
2021-08-30T00:00:00+02:00;Arrêté quotidien;35068116;78659568;;;;;;;;;28554949;66448543;6513167;12211025;113727684
2021-08-31T00:00:00+02:00;Arrêté quotidien;35097845;78715637;;;;;;;;;28584678;66504612;6513167;12211025;113813482
2021-09-01T00:00:00+02:00;Arrêté quotidien;35151681;78775109;;;;;;;;;28638514;66564084;6513167;12211025;113926790
2021-09-02T00:00:00+02:00;Arrêté quotidien;35181562;78821871;;;;;;;;;28668395;66610846;6513167;12211025;114003433
2021-09-03T00:00:00+02:00;Arrêté quotidien;35234491;78869635;;;;;;;;;28721324;66658610;6513167;12211025;114104126
2021-09-04T00:00:00+02:00;Arrêté quotidien;35262087;78906097;;;;;;;;;28748920;66695072;6513167;12211025;114168184
2021-09-05T00:00:00+02:00;Arrêté quotidien;35288789;78951886;;;;;;;;;28775622;66740861;6513167;12211025;114240675
2021-09-06T00:00:00+02:00;Arrêté quotidien;35312153;78986135;;;;;;;;;28798986;66775110;6513167;12211025;114298288
2021-09-07T00:00:00+02:00;Arrêté quotidien;35336319;79027032;;;;;;;;;28823152;66816007;6513167;12211025;114363351
2021-09-08T00:00:00+02:00;Arrêté quotidien;35361833;79067684;;;;;;;;;28848666;66856659;6513167;12211025;114429517
2021-09-09T00:00:00+02:00;Arrêté quotidien;35382254;79100455;;;;;;;;;28869087;66889430;6513167;12211025;114482709
2021-09-10T00:00:00+02:00;Arrêté quotidien;35405617;79139893;;;;;;;;;28892450;66928868;6513167;12211025;114545510
2021-09-11T00:00:00+02:00;Arrêté quotidien;35448598;79179209;;;;;;;;;28935431;66968184;6513167;12211025;114627807
2021-09-12T00:00:00+02:00;Arrêté quotidien;35465676;79225668;;;;;;;;;28952509;67014643;6513167;12211025;114691344
2021-09-13T00:00:00+02:00;Arrêté quotidien;35485205;79276577;;;;;;;;;28972038;67065552;6513167;12211025;114761782
2021-09-14T00:00:00+02:00;Arrêté quotidien;35503442;79315983;;;;;;;;;28990275;67104958;6513167;12211025;114819425
2021-09-15T00:00:00+02:00;Arrêté quotidien;35519220;79352179;;;;;;;;;29006053;67141154;6513167;12211025;114871399
Periode;Identifiant calendrier fournisseur;Libelle calendrier fournisseur;Identifiant classe temporelle 1;Libelle classe temporelle 1;Cadran classe temporelle 1;Identifiant classe temporelle 2;Libelle classe temporelle 2;Cadran classe temporelle 2;Identifiant classe temporelle 3;Libelle classe temporelle 3;Cadran classe temporelle 3;Identifiant classe temporelle 4;Libelle classe temporelle 4;Cadran classe temporelle 4;Identifiant classe temporelle 5;Libelle classe temporelle 5;Cadran classe temporelle 5;Identifiant classe temporelle 6;Libelle classe temporelle 6;Cadran classe temporelle 6;Identifiant classe temporelle 7;Libelle classe temporelle 7;Cadran classe temporelle 7;Identifiant classe temporelle 8;Libelle classe temporelle 8;Cadran classe temporelle 8;Identifiant classe temporelle 9;Libelle classe temporelle 9;Cadran classe temporelle 9;Identifiant classe temporelle 10;Libelle classe temporelle 10;Cadran classe temporelle 10;Identifiant calendrier distributeur;Libelle calendrier distributeur;Identifiant classe temporelle distributeur 1;Libelle classe temporelle distributeur 1;Cadran classe temporelle distributeur 1;Identifiant classe temporelle distributeur 2;Libelle classe temporelle distributeur 2;Cadran classe temporelle distributeur 2;Identifiant classe temporelle distributeur 3;Libelle classe temporelle distributeur 3;Cadran classe temporelle distributeur 3;Identifiant classe temporelle distributeur 4;Libelle classe temporelle distributeur 4;Cadran classe temporelle distributeur 4
Du 2020-08-02T00:00:00+02:00 au;FC000032;Heures Pleines/Creuses;HC;Heures Creuses;EAS F1;HP;Heures Pleines;EAS F2;;;EAS F3;;;EAS F4;;;EAS F5;;;EAS F6;;;EAS F7;;;EAS F8;;;EAS F9;;;EAS F10;DI000003;Avec diffÃ©renciation temporelle et saisonniÃ¤re;HCB;Heures Creuses Saison Basse;EAS D1;HPB;Heures Pleines Saison Basse;EAS D2;HCH;Heures Creuses Hiver / Saison Haute;EAS D3;HPH;Heures Pleines Hiver / Saison Haute;EAS D4
